dataset,maxCPU,deltaCPU,maxAcc,deltaAcc,popularityTime,dataTier,size,age
/DYJetsToLL_M-50_TuneZ2Star_8TeV-madgraph-tarball/Summer12-PU_S7_START52_V9-v2/AODSIM,188826,87396,188826,87396,6,AODSIM,12082,21
